horario,t1,t2,t3,t4,t5,t6,
15:36:00,26.50,26.00,25.75,26.75,26.25,26.00,
15:36:01,26.50,26.25,25.25,27.25,26.00,26.25,
15:36:02,26.25,26.25,26.00,26.75,26.00,25.75,
15:36:03,26.75,26.50,25.75,26.50,26.25,26.00,
15:36:04,26.50,26.50,25.25,27.00,26.50,26.50,
15:36:05,26.25,26.25,25.75,27.00,26.50,26.25,
15:36:06,25.75,26.25,25.50,26.50,26.25,25.50,
15:36:07,26.25,25.75,25.50,27.25,26.25,26.25,
15:36:08,26.25,26.25,25.75,26.75,26.00,26.25,
15:36:09,26.50,26.00,25.50,27.00,26.25,26.50,
15:36:10,26.25,25.75,25.50,26.75,26.50,25.75,
15:36:11,26.50,26.00,25.75,27.00,26.00,26.00,
15:36:12,26.50,26.25,25.25,27.00,26.25,26.00,
15:36:13,26.25,25.50,25.50,26.50,26.50,26.25,
15:36:14,26.00,26.25,26.00,26.50,26.50,26.50,
15:36:15,26.50,26.25,25.50,26.75,26.00,26.25,
15:36:16,27.00,26.00,26.00,27.00,26.75,26.50,
15:36:17,26.50,26.00,25.75,26.75,26.25,26.25,
15:36:18,26.00,26.00,25.75,26.75,26.25,26.25,
15:36:19,26.25,26.00,25.75,26.75,26.25,26.25,
15:36:20,26.25,26.00,24.75,26.75,25.75,26.50,
15:36:21,26.25,26.00,25.50,27.00,26.25,25.75,
15:36:22,26.50,26.00,25.50,27.25,26.25,26.25,
15:36:23,26.25,25.75,24.75,27.00,26.00,26.50,
15:36:24,26.50,26.25,25.75,27.25,26.00,26.50,
15:36:25,26.00,25.75,25.50,27.25,26.25,26.25,
15:36:26,26.50,26.50,25.75,27.00,26.25,26.25,
15:36:27,26.50,25.75,25.50,26.75,26.50,26.25,
15:36:28,26.50,26.25,25.50,27.00,25.75,26.50,
15:36:29,26.25,26.25,25.50,26.75,26.50,26.50,
15:36:30,26.25,26.25,25.75,26.50,25.50,26.50,
15:36:31,26.25,26.50,25.50,27.25,26.25,26.00,
15:36:32,26.50,26.50,25.50,27.25,26.00,26.25,
15:36:33,26.00,26.25,25.75,26.75,26.50,26.50,
15:36:34,26.25,25.75,25.50,26.50,26.00,26.75,
15:36:35,26.75,25.75,25.50,27.00,26.00,26.25,
15:36:36,26.25,26.25,24.75,27.25,26.50,25.75,
15:36:37,26.50,25.75,25.50,26.50,26.25,26.50,
15:36:38,26.75,26.25,25.50,26.75,26.25,26.25,
15:36:39,26.50,26.25,25.75,26.50,26.50,25.75,
15:36:40,26.75,25.75,26.00,27.25,26.00,26.50,
15:36:41,26.75,26.25,25.50,26.75,26.50,26.00,
15:36:42,26.50,26.50,25.50,27.00,26.75,26.00,
15:36:43,26.50,26.00,25.50,27.00,26.50,26.00,
15:36:44,26.50,26.25,25.50,27.00,26.00,26.50,
15:36:45,26.50,26.00,25.75,26.75,26.50,25.75,
15:36:46,26.00,26.25,25.50,26.75,26.50,26.50,
15:36:47,26.50,26.00,25.25,26.75,26.25,26.50,
15:36:48,26.25,26.00,25.50,27.00,26.25,26.50,
15:36:49,26.25,26.25,25.00,26.50,26.50,26.75,
15:36:50,26.50,26.25,26.00,27.00,26.50,26.50,
15:36:51,26.50,26.50,25.75,26.50,26.75,26.75,
15:36:52,26.50,25.50,25.25,27.00,26.25,26.50,
15:36:53,26.50,26.25,25.75,26.75,26.00,26.50,
15:36:54,26.00,26.00,25.50,27.25,26.25,26.25,
15:36:55,26.00,26.00,25.75,27.25,26.50,26.50,
15:36:56,26.50,25.75,25.50,27.50,26.50,25.75,
15:36:57,26.50,25.75,25.50,26.75,26.50,26.75,
15:36:58,26.50,26.50,25.75,26.25,26.00,26.50,
15:36:59,26.50,26.00,25.50,27.00,26.50,26.25,
15:37:00,26.50,26.25,25.50,26.75,25.75,26.50,
15:37:01,26.50,25.75,25.25,26.75,26.25,26.00,
15:37:02,26.25,26.25,25.50,26.75,26.75,26.50,
15:37:03,26.25,26.25,26.00,26.75,26.50,26.50,
15:37:04,26.25,26.25,25.75,27.00,26.50,26.50,
15:37:05,26.75,25.75,25.50,27.25,26.50,26.75,
15:37:06,26.50,26.00,26.00,27.00,26.25,26.00,
15:37:07,27.00,25.75,25.75,26.75,26.00,26.25,
15:37:08,26.50,26.25,25.75,26.50,26.25,26.25,
15:37:09,26.00,26.50,25.50,27.00,26.00,26.50,
15:37:10,26.25,26.25,25.75,26.50,26.50,26.50,
15:37:11,26.50,25.75,25.75,26.75,26.75,26.25,
15:37:12,26.50,26.00,25.50,26.75,26.00,26.25,
15:37:13,26.50,26.25,26.00,26.75,26.00,26.00,
15:37:14,26.50,25.75,25.50,26.50,26.75,26.50,
15:37:15,26.50,26.00,25.25,26.75,26.25,26.50,
15:37:16,26.00,25.50,25.25,27.25,26.00,26.50,
15:37:17,26.75,26.00,25.75,26.50,26.50,26.50,
15:37:18,26.75,26.25,26.00,27.25,26.25,26.50,
15:37:19,26.25,26.25,25.50,26.75,26.25,26.25,
15:37:20,26.50,26.25,25.50,27.00,26.25,26.50,
15:37:21,26.25,25.75,25.00,27.00,26.00,26.50,
15:37:22,26.00,26.00,25.25,26.75,26.50,26.00,
15:37:23,26.25,26.25,26.00,26.75,26.50,26.50,
15:37:24,26.25,26.50,25.75,26.75,26.50,25.50,
15:37:25,26.50,26.25,25.50,26.25,26.50,26.50,
15:37:26,26.25,26.25,25.50,27.00,25.75,26.50,
15:37:27,26.50,26.00,25.50,27.25,26.25,26.50,
15:37:28,26.25,26.25,25.75,27.00,26.00,26.50,
15:37:29,26.25,25.75,25.00,26.50,26.25,26.25,
15:37:30,26.50,26.50,25.00,26.25,26.50,26.50,
15:37:31,26.50,26.50,25.50,27.25,26.25,26.25,
15:37:32,26.00,26.50,25.75,27.25,25.50,26.00,
15:37:33,26.75,26.50,25.75,27.25,26.50,26.50,
15:37:34,26.25,26.50,25.25,26.75,26.00,26.50,
15:37:35,26.75,26.50,25.50,27.25,26.25,26.50,
15:37:36,26.75,26.25,25.75,27.25,26.50,26.50,
15:37:37,26.25,26.25,25.25,26.50,26.25,26.25,
15:37:38,26.25,26.25,25.25,27.00,26.00,26.25,
15:37:39,26.00,26.25,25.25,26.75,26.50,26.25,
15:37:40,26.75,26.25,25.75,27.00,26.50,26.50,
15:37:41,26.75,26.25,25.00,27.25,26.25,26.00,
15:37:42,26.75,26.25,25.50,26.75,26.50,26.75,
15:37:43,26.75,25.75,25.75,27.25,26.00,26.50,
15:37:44,26.50,26.25,25.75,26.75,26.25,26.50,
15:37:45,26.50,26.25,25.25,27.00,26.75,26.50,
15:37:46,26.50,26.25,26.00,26.75,26.50,26.50,
15:37:47,26.50,26.25,25.25,27.00,26.75,26.50,
15:37:48,26.50,26.00,25.50,27.25,26.00,26.75,
15:37:49,26.50,26.25,25.75,26.75,26.50,26.50,
15:37:50,26.50,26.25,25.50,27.25,26.25,26.00,
15:37:51,26.25,25.75,26.00,27.00,26.75,26.50,
15:37:52,26.75,26.25,25.75,27.00,25.50,26.25,
15:37:53,26.75,26.00,25.25,26.75,26.75,26.75,
15:37:54,26.50,26.25,25.25,27.25,26.50,26.25,
15:37:55,26.50,26.00,25.75,27.25,26.50,26.00,
15:37:56,26.50,26.25,25.75,26.50,26.00,26.50,
15:37:57,26.25,26.25,25.25,26.25,26.50,26.25,
15:37:58,26.50,26.25,25.50,27.25,26.75,26.50,
15:37:59,26.50,26.50,25.50,26.50,26.50,26.25,
15:38:00,26.50,26.00,25.25,26.50,26.75,26.25,
15:38:01,26.50,25.75,25.25,27.25,26.50,26.25,
15:38:02,26.25,26.25,25.75,26.75,26.50,26.00,
15:38:03,26.00,26.00,25.75,27.00,26.25,26.25,
15:38:04,26.25,26.25,25.75,26.75,26.50,26.00,
15:38:05,26.25,26.00,25.75,27.00,26.25,26.00,
15:38:06,26.50,26.25,25.75,27.25,25.75,26.25,
15:38:07,26.00,26.00,26.00,26.75,26.50,26.50,
15:38:08,26.50,26.50,26.00,26.50,26.00,26.50,
15:38:09,26.50,26.00,26.00,27.00,26.25,26.25,
15:38:10,26.50,26.50,25.50,27.25,26.50,26.50,
15:38:11,26.25,25.75,25.50,27.25,26.25,26.25,
15:38:12,26.50,26.25,26.00,26.50,26.50,26.50,
15:38:13,26.25,26.50,25.50,26.75,26.50,26.75,
15:38:14,26.75,26.25,25.50,27.25,26.25,26.25,
15:38:15,26.50,26.50,25.25,27.25,26.00,26.75,
15:38:16,26.50,25.75,25.75,27.25,26.50,26.75,
15:38:17,26.50,26.25,25.50,27.25,26.25,25.75,
15:38:18,26.75,26.25,25.75,27.00,26.00,26.25,
15:38:19,26.50,26.25,25.00,27.00,26.50,26.00,
15:38:20,26.50,26.25,25.75,27.25,26.00,25.75,
15:38:21,26.25,26.25,25.00,27.00,26.50,26.50,
15:38:22,26.25,26.50,25.50,27.25,26.75,26.50,
15:38:23,26.75,26.50,26.00,26.75,26.00,26.75,
15:38:24,26.50,26.25,25.00,26.75,26.25,26.50,
15:38:25,26.25,26.00,25.25,27.25,26.50,26.25,
15:38:26,26.75,26.25,25.75,27.00,26.50,26.50,
15:38:27,26.50,26.00,25.50,27.25,26.00,26.25,
15:38:28,26.75,26.00,25.75,27.25,26.50,26.50,
15:38:29,26.25,26.00,26.00,26.75,26.50,25.75,
15:38:30,26.75,25.75,26.00,27.25,26.50,26.25,
15:38:31,26.25,25.75,25.75,27.25,26.50,26.75,
15:38:32,26.50,26.00,26.00,27.25,26.50,26.50,
15:38:33,26.25,26.25,25.75,26.75,26.75,26.25,
15:38:34,26.25,26.25,25.50,27.25,26.50,26.50,
15:38:35,26.75,26.50,25.75,27.25,26.50,26.75,
15:38:36,26.50,26.25,25.75,27.00,26.75,26.25,
15:38:37,26.25,26.00,25.50,27.25,25.75,26.50,
15:38:38,26.50,26.50,25.50,27.25,26.50,26.50,
15:38:39,27.00,26.25,25.75,27.00,26.00,26.50,
15:38:40,26.75,26.25,25.75,27.00,26.50,26.75,
15:38:41,26.00,26.50,26.00,26.75,26.50,26.25,
15:38:42,26.50,26.50,25.75,27.00,26.00,26.50,
15:38:43,26.25,26.00,25.25,27.00,26.50,26.25,
15:38:44,26.25,26.50,25.75,26.75,26.50,26.25,
15:38:45,26.75,26.50,25.50,26.75,26.75,26.50,
15:38:46,26.50,26.50,25.75,27.50,26.75,26.50,
15:38:47,26.25,26.25,25.50,27.25,26.50,26.50,
15:38:48,26.75,26.25,25.50,26.75,26.75,26.50,
15:38:49,26.75,26.25,25.75,26.75,26.00,26.50,
15:38:50,26.25,26.50,25.75,26.75,26.50,26.25,
15:38:51,26.25,26.50,25.75,27.25,26.50,26.25,
15:38:52,26.75,26.00,26.00,27.25,26.50,26.50,
15:38:53,26.75,26.25,26.00,27.00,26.50,26.50,
15:38:54,27.00,26.25,25.00,27.00,26.25,26.50,
15:38:55,26.75,26.25,25.25,27.00,26.25,26.25,
15:38:56,26.50,25.50,25.75,27.00,26.75,26.25,
15:38:57,26.50,26.25,26.00,26.75,26.00,26.50,
15:38:58,26.25,26.25,25.75,26.75,26.50,26.50,
15:38:59,26.25,26.25,25.75,27.25,26.75,26.50,
15:39:00,26.25,26.25,25.25,27.25,26.50,26.50,
15:39:01,26.25,26.50,25.25,26.75,26.75,26.50,
15:39:02,26.00,26.25,25.75,27.25,26.50,26.50,
15:39:03,26.75,26.00,26.00,27.25,26.25,26.25,
15:39:04,26.75,26.50,25.25,27.25,26.25,26.25,
15:39:05,26.25,25.50,25.75,27.00,26.25,26.50,
15:39:06,26.50,26.25,26.00,27.00,26.50,26.50,
15:39:07,26.25,26.50,25.50,27.00,26.00,26.25,
15:39:08,26.25,26.25,26.00,27.00,26.25,26.50,
15:39:09,26.75,26.25,26.00,26.75,26.00,26.50,
15:39:10,26.00,26.25,25.75,26.75,26.50,26.25,
15:39:11,26.00,26.00,25.75,27.25,26.25,26.50,
15:39:12,26.75,26.25,25.25,26.75,26.00,26.50,
15:39:13,26.50,26.25,26.00,27.00,26.75,26.50,
15:39:14,26.25,26.50,26.00,26.75,26.25,26.50,
15:39:15,26.25,26.50,25.50,26.75,26.25,26.25,
15:39:16,26.00,26.50,25.50,27.25,26.50,26.50,
15:39:17,26.25,26.50,25.75,26.75,26.50,26.75,
15:39:18,26.75,26.25,25.75,27.25,26.25,26.00,
15:39:19,26.50,26.25,25.25,27.00,26.50,26.00,
15:39:20,26.75,26.50,26.00,27.25,26.50,26.50,
15:39:21,26.00,26.50,25.75,27.25,26.00,26.25,
15:39:22,26.75,26.25,24.75,27.25,26.75,26.50,
15:54:55,31.50,30.50,30.00,32.00,31.00,31.00,30°C +- 0.3 °C
15:54:56,31.00,30.75,29.50,32.00,31.50,31.25,
15:54:57,31.75,30.75,29.75,32.00,30.75,30.50,
15:54:58,31.50,30.75,29.50,32.25,31.50,31.00,
15:54:59,31.50,31.00,29.25,31.75,31.00,30.75,
15:55:00,31.50,30.75,29.75,32.00,31.00,31.25,
15:55:01,31.50,30.75,29.00,32.00,31.25,31.00,
15:55:02,31.50,31.00,29.50,32.25,30.75,30.75,
15:55:03,31.25,30.75,30.00,31.75,31.25,31.00,
15:55:04,31.50,31.00,29.75,32.25,31.25,31.25,
15:55:05,31.50,31.25,29.75,31.75,31.25,31.00,
15:55:06,31.00,31.50,29.75,32.00,31.50,30.75,
15:55:07,31.50,30.50,29.25,32.00,31.25,30.50,
15:55:08,31.75,31.00,30.00,31.75,31.25,31.25,
15:55:09,31.50,30.75,29.50,31.75,30.50,30.50,
15:55:10,31.00,31.00,28.75,32.00,31.25,30.50,
15:55:11,31.25,30.75,29.00,32.25,31.25,31.25,
15:55:12,31.50,31.00,29.75,32.00,31.25,31.00,
15:55:13,31.50,31.00,29.75,31.75,31.25,31.00,
15:55:14,31.50,30.50,30.00,32.00,31.50,30.25,
15:55:15,31.50,31.00,29.75,31.75,31.25,31.50,
15:55:16,31.50,31.00,29.75,32.00,31.25,31.00,
15:55:17,31.50,31.00,29.50,32.00,31.50,30.75,
15:55:18,31.50,31.00,29.25,31.75,31.25,31.00,
15:55:19,31.75,30.75,29.50,31.75,31.25,31.50,
15:55:20,31.50,31.00,29.50,32.00,31.25,31.00,
15:55:21,31.75,30.50,29.50,32.00,30.75,30.75,
15:55:22,31.50,30.75,29.00,32.00,31.25,30.75,
15:55:23,31.50,30.75,28.75,32.50,31.25,31.00,
15:55:24,31.25,30.75,29.50,32.00,31.50,31.25,
15:55:25,31.75,31.00,29.75,32.25,31.00,30.75,
15:55:26,31.50,31.00,29.50,31.75,30.50,31.25,
15:55:27,31.00,31.00,29.75,32.00,31.25,30.50,
15:55:28,31.50,31.00,29.75,32.25,31.00,30.50,
15:55:29,31.25,31.00,29.00,32.00,31.00,31.25,
15:55:30,31.50,30.75,29.50,31.75,31.25,30.50,
15:55:31,31.25,30.50,29.50,32.00,31.25,30.75,
15:55:32,31.25,31.00,30.00,31.50,30.75,30.50,
15:55:33,31.75,31.00,29.75,31.50,30.75,30.75,
15:55:34,31.75,30.75,29.75,32.00,31.25,31.00,
15:55:35,31.50,31.00,29.50,32.00,31.25,31.25,
15:55:36,31.50,31.00,29.50,32.00,31.50,31.00,
15:55:37,31.25,31.00,29.25,32.00,31.25,31.25,
15:55:38,31.25,31.00,29.75,31.75,30.75,31.00,
15:55:39,31.25,31.00,29.75,32.00,31.25,30.75,
15:55:40,31.75,31.00,29.50,32.25,31.00,31.00,
15:55:41,30.75,30.75,29.75,32.25,31.25,31.25,
15:55:42,31.75,30.50,29.50,32.00,31.25,31.25,
15:55:43,31.50,30.50,29.50,31.75,31.00,30.75,
15:55:44,31.25,31.00,29.75,32.00,31.00,31.00,
15:55:45,31.50,31.00,29.25,32.25,31.25,30.75,
15:55:46,31.25,30.50,29.75,32.00,31.25,30.75,
15:55:47,31.75,31.00,29.25,32.00,30.75,31.25,
15:55:48,31.50,31.00,29.50,31.75,31.25,30.75,
15:55:49,31.50,31.00,29.75,31.75,30.75,30.50,
15:55:50,31.25,30.75,29.50,32.00,30.75,31.25,
15:55:51,31.00,31.00,28.75,31.75,31.00,31.00,
15:55:52,31.25,30.50,29.75,32.00,30.25,31.00,
15:55:53,31.00,31.00,29.75,32.25,31.25,30.75,
15:55:54,31.00,31.00,29.50,32.25,31.25,30.75,
15:55:55,31.50,30.25,29.25,31.75,31.25,30.50,
15:55:56,31.50,30.75,29.75,31.75,31.50,31.00,
15:55:57,31.25,30.50,29.75,31.75,31.25,31.00,
15:55:58,31.50,30.50,29.50,32.25,31.25,31.25,
15:55:59,31.50,30.25,29.75,32.25,31.50,30.75,
15:56:00,31.25,30.75,29.75,32.00,30.75,31.00,
15:56:01,31.00,31.00,29.25,32.00,31.00,30.75,
15:56:02,31.25,30.50,29.50,32.00,30.75,30.75,
15:56:03,31.00,31.00,29.75,32.00,30.75,31.25,
15:56:04,31.75,30.50,29.50,32.25,31.50,31.00,
15:56:05,31.75,30.75,29.50,31.50,30.75,31.00,
15:56:06,31.25,30.50,29.50,31.75,31.25,31.25,
15:56:07,31.50,30.50,29.75,32.25,30.75,31.00,
15:56:08,31.50,30.75,29.75,32.00,31.25,30.50,
15:56:09,31.00,30.75,29.75,32.00,31.25,31.00,
15:56:10,31.50,30.75,29.25,32.00,31.25,30.75,
15:56:11,31.75,31.00,29.75,31.75,31.25,30.75,
15:56:12,31.50,30.50,29.50,32.00,31.25,30.75,
15:56:13,31.50,31.00,29.50,32.00,31.25,30.75,
15:56:14,31.50,30.75,29.50,31.25,31.25,30.75,
15:56:15,31.25,30.50,29.50,32.00,31.75,30.75,
15:56:16,31.25,30.75,29.75,32.00,30.75,31.25,
15:56:17,31.75,30.50,29.75,31.75,30.75,30.50,
15:56:18,31.50,30.25,29.50,32.00,31.25,30.75,
15:56:19,31.50,30.50,29.75,32.00,31.00,31.00,
15:56:20,31.50,30.50,29.25,31.75,31.25,31.25,
15:56:21,31.75,30.50,29.50,32.00,31.50,30.75,
15:56:22,31.50,31.00,29.75,31.50,31.00,31.00,
15:56:23,31.25,31.00,29.75,32.00,31.00,30.75,
15:56:24,31.50,31.00,29.75,32.00,31.25,31.00,
15:56:25,31.00,30.75,29.75,31.50,31.25,30.75,
15:56:26,31.50,30.75,29.25,32.00,31.00,31.25,
15:56:27,31.50,31.00,28.75,32.25,31.00,30.75,
15:56:28,31.00,30.75,29.75,32.00,31.25,31.00,
15:56:29,31.75,30.75,29.25,32.00,31.00,31.25,
15:56:30,31.25,30.75,29.25,31.75,31.00,30.50,
15:56:31,31.25,31.00,29.25,31.75,31.25,30.75,
15:56:32,31.25,31.00,29.75,31.50,31.25,31.00,
15:56:33,31.00,30.75,29.75,32.00,31.00,30.75,
15:56:34,31.50,30.50,29.50,32.00,31.00,30.50,
15:56:35,30.50,31.00,29.50,31.75,31.25,30.50,
15:56:36,31.00,30.75,29.75,31.50,30.75,31.00,
15:56:37,31.25,30.75,29.75,32.25,31.00,31.00,
15:56:38,31.75,31.00,30.00,31.75,31.00,30.75,
15:56:39,31.50,31.00,29.50,32.00,31.25,31.25,
15:56:40,31.00,31.00,29.75,32.00,31.00,31.00,
15:56:41,31.75,31.00,29.50,32.00,31.00,31.00,
15:56:42,31.50,30.75,29.75,31.75,31.25,31.00,
15:56:43,31.00,30.75,29.50,32.00,31.00,30.75,
15:56:44,31.00,30.50,29.25,31.75,30.75,31.25,
15:56:45,31.25,31.00,29.75,32.00,30.75,31.25,
15:56:46,31.75,30.75,29.25,31.75,30.75,30.50,
15:56:47,31.50,30.75,29.50,31.50,31.00,31.25,
15:56:48,31.25,31.00,29.50,31.50,31.25,31.25,
15:56:49,31.25,30.50,29.75,31.50,31.25,31.00,
15:56:50,31.50,31.00,29.75,31.50,30.75,31.00,
15:56:51,31.50,30.50,29.75,32.00,30.75,30.75,
15:56:52,31.25,30.75,29.75,31.75,31.50,31.00,
15:56:53,31.00,30.50,29.50,32.00,31.00,31.25,
15:56:54,31.50,31.00,29.75,31.75,31.25,31.00,
15:56:55,31.50,31.00,29.25,32.25,31.25,30.75,
15:56:56,31.50,30.75,29.75,32.00,31.25,30.75,
15:56:57,31.25,30.75,29.25,31.75,31.00,31.00,
15:56:58,31.50,31.00,29.50,31.75,30.75,31.00,
15:56:59,31.50,31.00,29.50,31.75,31.00,30.25,
15:57:00,31.25,31.00,29.75,32.00,31.25,31.25,
15:57:01,31.50,30.75,29.25,31.75,30.50,31.00,
15:57:02,31.25,30.75,29.75,32.25,31.00,30.75,
15:57:03,31.25,31.00,29.75,31.75,31.50,31.50,
15:57:04,31.50,30.50,29.75,31.75,31.25,31.25,
15:57:05,31.25,30.50,29.75,32.00,31.25,30.75,
15:57:06,31.25,30.75,29.75,32.00,31.25,31.00,
15:57:07,31.25,30.75,29.75,31.50,31.25,31.25,
15:57:08,31.25,30.75,29.75,32.25,31.25,31.00,
15:57:09,31.25,31.00,29.75,31.50,31.00,30.75,
15:57:10,31.25,31.00,29.75,32.25,30.50,31.00,
15:57:11,31.75,30.75,29.50,32.00,31.25,30.75,
15:57:14,31.25,30.50,29.50,31.50,31.00,31.00,
15:57:15,31.50,31.25,29.25,31.25,31.25,31.00,
15:57:16,31.25,30.75,29.75,31.75,30.75,30.75,
15:57:17,31.25,31.00,29.75,32.00,31.00,31.50,
15:57:18,31.25,30.50,29.25,32.00,31.00,31.25,
15:57:19,31.00,30.75,29.50,31.75,31.00,31.00,
15:57:20,31.00,30.25,29.75,32.00,31.00,31.00,
15:57:21,31.25,30.75,29.75,31.75,31.25,31.00,
15:57:22,31.25,31.00,29.50,32.00,31.25,31.25,
15:57:23,31.50,30.75,29.75,32.00,31.25,31.25,
15:57:24,31.00,30.25,29.50,31.75,30.75,31.25,
15:57:25,31.50,30.50,29.50,32.25,31.50,30.75,
15:57:26,31.50,30.75,29.25,32.00,31.25,31.25,
15:57:27,31.50,30.75,29.50,31.50,31.25,30.75,
15:57:28,31.50,30.75,29.75,31.75,30.75,31.00,
15:57:29,31.50,30.75,29.00,31.75,30.75,30.75,
15:57:30,31.50,30.75,29.00,31.75,31.50,31.25,
15:57:31,31.25,30.25,29.75,31.75,30.75,31.00,
15:57:32,31.25,30.75,29.50,32.00,31.00,31.25,
15:57:33,31.50,30.75,29.75,31.75,31.00,30.50,
15:57:34,31.50,30.75,29.75,32.00,31.00,31.25,
15:57:35,31.25,30.75,29.25,31.50,31.00,31.00,
15:57:36,31.50,30.75,29.75,31.50,31.25,31.00,
15:57:37,31.00,30.75,29.75,32.00,31.00,31.00,
15:57:38,31.25,30.75,29.25,32.00,31.00,31.25,
15:57:39,31.75,30.75,29.00,31.25,30.50,31.00,
15:57:40,31.50,30.75,29.50,32.00,31.00,31.25,
15:57:41,31.75,30.25,29.00,31.75,30.50,31.25,
15:57:42,31.25,31.00,29.75,31.50,30.75,31.00,
15:57:43,31.00,30.75,29.25,31.50,30.75,31.25,
15:57:44,31.00,31.00,29.25,31.75,31.25,31.50,
15:57:45,31.25,30.50,29.75,31.50,31.00,31.00,
15:57:46,31.50,30.75,29.75,31.50,31.25,30.50,
15:57:47,31.50,30.50,29.00,31.75,31.25,31.00,
15:57:48,31.50,30.75,29.75,31.50,31.25,31.00,
15:57:49,31.50,30.75,29.75,32.00,31.25,31.00,
15:57:50,31.50,30.75,29.50,32.00,31.00,31.00,
15:57:51,31.50,30.75,29.50,32.00,31.00,31.25,
15:57:52,31.00,31.00,29.50,31.50,31.25,30.50,
15:57:53,31.75,31.00,29.25,31.50,31.00,31.00,
15:57:54,31.50,30.25,29.50,31.75,31.50,31.00,
15:57:55,31.50,30.75,29.50,31.75,31.25,31.00,
15:57:56,31.25,30.25,29.50,31.75,31.25,31.00,
15:57:57,31.50,30.75,29.50,31.50,31.00,31.00,
15:57:58,31.50,30.75,29.50,31.75,31.00,30.75,
15:57:59,31.75,30.75,29.00,31.75,31.00,30.75,
15:58:00,31.75,30.25,29.75,31.75,30.75,30.50,
15:58:01,31.75,30.75,29.75,32.25,31.00,31.00,
15:58:02,31.75,31.00,28.75,32.00,31.25,31.00,
15:58:03,31.25,31.00,29.75,32.25,31.00,31.00,
15:58:04,31.50,30.50,29.50,32.00,31.75,31.00,
15:58:05,31.25,31.00,29.75,32.00,31.25,30.75,
15:58:06,31.50,30.50,29.25,31.25,31.25,31.00,
15:58:07,31.50,31.00,29.00,31.75,31.50,30.50,
15:58:08,31.50,30.75,29.50,32.25,30.75,31.00,
15:58:09,31.25,31.00,29.50,31.75,31.00,31.25,
15:58:10,31.25,30.50,29.50,31.50,30.50,31.00,
15:58:11,31.00,30.50,29.25,31.75,31.25,30.75,
15:58:12,31.75,30.50,29.50,32.00,31.00,31.25,
15:58:13,31.25,30.25,29.50,31.50,31.00,30.50,
15:58:14,31.25,30.75,29.75,32.25,31.50,31.00,
15:58:15,31.25,30.75,29.75,32.00,31.25,31.25,
15:58:16,31.50,30.75,29.25,31.25,31.00,31.50,
15:58:17,31.25,30.75,29.50,32.25,31.25,31.00,
15:58:18,31.50,30.00,29.25,31.75,31.00,31.00,
15:58:19,31.00,30.75,29.75,31.50,31.25,31.25,
15:58:20,31.25,30.75,29.75,31.75,31.00,31.50,
15:58:21,31.50,30.75,29.50,32.00,31.50,30.50,
15:58:22,31.25,30.75,29.50,31.75,31.25,30.75,
15:58:23,31.25,30.75,29.50,32.25,31.25,30.75,
15:58:24,31.50,30.25,29.50,32.00,31.00,31.25,
15:58:25,30.75,30.75,29.25,32.00,31.50,31.25,
15:58:26,31.00,30.75,29.50,31.75,31.50,31.00,
15:58:27,31.50,30.50,29.25,31.75,31.25,31.25,
15:58:28,31.25,30.50,29.50,32.25,31.00,31.25,
15:58:29,31.25,30.50,29.75,31.75,31.00,31.25,
15:58:30,30.75,31.00,29.50,31.75,31.00,31.00,
15:58:31,31.25,30.75,29.75,32.00,30.50,31.25,
15:58:32,31.00,30.50,29.75,31.50,31.50,31.25,
15:58:33,31.50,30.25,29.75,31.75,31.00,31.25,
15:58:34,31.25,30.75,29.75,31.75,31.25,31.25,
15:58:35,31.25,30.50,29.50,31.75,30.75,31.25,
15:58:36,31.00,30.75,29.50,31.50,31.50,31.00,
15:58:37,30.75,30.75,29.00,31.75,31.50,31.25,
15:58:38,31.50,30.50,29.50,31.75,31.00,31.25,
15:58:39,31.25,30.50,29.75,31.75,31.25,31.00,
15:58:40,31.25,30.25,29.25,32.00,31.00,31.00,
15:58:41,31.00,30.75,29.75,31.50,31.25,31.50,
15:58:42,31.50,30.75,29.00,32.25,31.00,31.25,
15:58:43,31.25,30.50,29.50,32.00,31.00,31.25,
15:58:44,31.50,30.50,29.00,31.50,30.75,30.75,
15:58:45,31.00,30.75,29.50,31.75,31.25,31.00,
15:58:46,31.25,30.50,29.25,32.00,31.00,31.00,
15:58:47,31.75,30.50,29.25,32.00,31.00,31.00,
15:58:48,31.00,30.50,29.75,31.75,30.75,31.00,
15:58:49,31.25,30.75,29.50,32.00,31.50,31.00,
15:58:50,31.25,30.75,29.50,31.75,31.00,30.75,
15:58:51,31.25,30.75,29.25,32.00,31.25,30.50,
15:58:52,31.00,30.75,29.50,31.75,31.00,31.25,
15:58:53,31.50,31.00,28.75,31.75,31.25,31.00,
15:58:54,31.00,30.75,29.50,32.00,31.00,31.00,
15:58:55,31.25,31.00,29.50,31.75,31.25,31.00,
15:58:56,31.25,30.50,29.75,32.25,31.50,31.00,
15:58:57,31.25,31.00,29.75,31.75,31.25,31.00,
15:58:58,31.25,30.50,29.50,31.75,31.00,31.25,
15:58:59,31.25,30.75,28.75,31.75,30.75,30.75,
15:59:00,31.25,30.75,29.00,31.75,31.25,31.00,
15:59:01,31.50,30.75,29.50,32.25,31.00,31.25,
15:59:02,31.50,30.50,29.50,31.75,31.50,31.00,
15:59:03,31.25,30.75,29.25,32.25,31.25,31.00,
